Kelas,teks_stemming
Agenda,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'kastil', 'avindo', 'castle', 'production', 'studio', 'jakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'gedung', 'cmc', 'cyber', 'media', 'center', 'kelapa', 'gading', 'jakarta', 'utara', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'inidia', 'studio', 'bal',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'balai', 'diklat', 'industri', 'denpasar', 'bal', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['open', 'recruitment', 'diklat', 'in', 'semarang', 'surakarta', 'yogyakarta', 'makassar', 'sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'semarang', 'surakarta', 'yogyakarta', 'makassar', 'simak', 'postingan', 'informasi', 'jadwal', 'daftar', 'diklat', 'langsung', 'website', 'bdi', 'denpasar', 'jumpa', 'semarang', 'surakarta', 'yogyakarta', 'makassar', 'sobat', 'kreatif', 'diklatin', 'bdidenpasar', 'bdidenpasargoeswbbm',   'bersihmelayani', 'animasi']"
pengumuman,"['menteri', 'industri', 'komitmen', 'kuat', 'wujud', 'sistem', 'birokrasi', 'transparan', 'akuntabilitas', 'bebas', 'praktek', 'korupsi', 'kolusi', 'nepotisme', 'kkn', 'salah', 'langkah', 'wujud', 'upaya', 'dorong', 'bangun', 'zona', 'integritas', 'wilayah', 'bebas', 'korupsi', 'wbk', 'wilayah', 'birokrasi', 'bersih', 'layan', 'wbbm', 'satu', 'kerja', 'satker']"
Diklat 3 in 1,"['diklat', 'buat', 'gerak', 'animasi', 'dimensi', 'angkat', 'iii', 'on', 'site', 'spektrumedia', 'studio', 'makassar', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'spektrumedia', 'animation', 'studio', 'provinsi', 'sulawesi', 'selatan',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'kampus', 'fikom', 'universitas', 'muslim', 'indonesia', 'umi', 'kota', 'makassar', 'sulawesi', 'selatan', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Teaching Factory,"['g', 'indonesia', 'fakta', 'tarik', 'sektor', 'industri', 'presidensi', 'g', 'indonesia', 'pandemi', 'covid', 'sebab', 'industri', 'dunia', 'alami', 'lambat', 'tumbuh', 'akibat', 'ganggu', 'aktivitas', 'ekonomi', 'global', 'ndonesia', 'presidensi', 'g', 'manfaat', 'momen', 'ajak', 'anggota', 'g', 'kolaborasi', 'atas', 'tantang', 'akibat', 'pandemi', 'rumus', 'strategi', 'capai', 'industrialisasi', 'inklusif', 'lanjut', 'cipta', 'ekonomi', 'kuat', 'tangguh', 'hadap', 'krisis', 'kemenperin', 'tuan', 'rumah', 'temu', 'tiiwg', 'tanggal', '', 'maret', 'solo', 'jawa', 'salah', 'bahas', 'tiiwgsolo', 'terap', 'industri', 'dorong', 'cepat', 'transformasi', 'digital', 'inovasi', 'sektor', 'industri', 'tingkat', 'nilai', 'produktivitas', 'efisiensi', 'industri', 'fakta', 'tarik', 'sektor', 'industri', 'presidensi', 'g', 'indonesia', 'geser', 'kiri', 'informasi', 'lengkap',  'sobat']"
Kabar Insan Oke ,"['anak', 'anak', 'terus', 'generasi', 'bangsa', 'anak', 'anak', 'sehat', 'cerdas', 'akhlak', 'mulia', 'pondasi', 'kuat', 'bangun', 'bangsa', 'sigemas', 'si', 'generasi', 'emas', 'salah', 'start', 'up', 'bina', 'inkubasi', 'bisnis', 'tohpati', 'bdi', 'denpasar', 'launching', 'platform', 'sigemas', 'jumat', 'agustus', 'platform', 'orangtua', 'calon', 'orangtua', 'unduh', 'bahan', 'ajar', 'didik', 'anak', 'usia', 'orangtua', 'didik', 'formal', 'orangtua', 'calon', 'orangtua', 'gali', 'ilmu', 'parenting', 'sumber', 'percaya', 'platform', 'hasil', 'karya', 'start', 'up', 'bina', 'inbis', 'tohpati', '', 'bdi', 'denpasar', 'sigemas', 'sigemas', 'langsung', 'follow', 'akun', 'instagram', 'nya', 'sigemasofficial']"
Kabar Insan Oke ,"['organisasi', 'jalan', 'capai', 'tuju', 'dukung', 'manajemen', 'sesuai', 'manajemen', 'penting', 'organisasi', 'tugas', 'rencana', 'organisasi', 'laksana', 'awas', 'sumber', 'daya', 'milik', 'rangka', 'manajemen', 'jalan', 'efektif', 'efisien', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'laksana', 'rapat', 'tinjau', 'manajemen', 'rtm', 'tanggal', 'sd', 'oktober', 'giat', 'hadir', 'jajar', 'manajemen', 'serta', 'pegawai', 'bdi', 'denpasar', 'harap', 'rtm', 'program', 'kerja', 'bdi', 'denpasar', 'jalan', 'sesuai', 'harap']"
Kabar Insan Oke ,"['workshop', 'rajin', 'bambu', 'sosial', 'media', 'marketing', 'buat', 'lampu', 'bamboo', 'kembang', 'desain', 'produk', 'social', 'media', 'marketing', 'tanggal', 'kamis', '', 'jumat', '', 'juni', 'ja', '', 'wita', 'lokasi', 'bikin', 'makerspace', 'bdi', 'denpasar']"
Agenda,"['startup', 'business', 'competition', 'tanggal', '', 'april', 'jam', '', 'selesai', 'lokasi', 'aula', 'gedung', 'animasi', 'bdi', 'denpasar']"
Inbis Tohpati,"['rangka', 'bentuk', 'personal', 'personal', 'tim', 'karakter', 'fisik', 'mental', 'emosional', 'motivasi', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'inkubasi', 'bisnis', 'tohpati', 'selenggara', 'character', 'building', 'startup', 'selasa', 'harap', 'giat', 'character', 'building', 'tenant', 'startup', 'lingkung', 'bdi', 'denpasar', 'tim', 'solid', 'depan']"
Kabar Insan Oke ,"['simak', 'postingan', 'aja', 'manfaat', 'sobat', 'kreatif', 'dapat']"
Diklat 3 in 1,"['open', 'recruitment', 'diklat', 'in', 'sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'sleman', 'malang', 'jakarta', 'simak', 'postingan', 'sobat', 'kreatif', 'tarik', 'join', 'daftar', 'link', 'mimin', 'cantumin', 'detail', 'syarat', 'syarat', 'daftar', 'diklat', 'sobat', 'minat', 'jumpa', 'sleman', 'malang', 'jakarta', 'sobat', 'kreatif']"
pengumuman,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'jitu', 'kreasi', 'utama', 'kota', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'youth', 'center', 'yogyakarta', 'sleman', 'provinsi', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'sunting', 'film', 'animasi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Agenda,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'kastil', 'avindo', 'castle', 'production', 'studio', 'jakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'sebelas', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'tempat', 'gedung', 'cmc', 'cyber', 'media', 'center', 'kelapa', 'gading', 'jakarta', 'utara', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['selasa', 'kemarin', 'kepala', 'badan', 'kembang', 'sumber', 'daya', 'manusia', 'industri', 'bpsdmi', 'menteri', 'industri', 'arus', 'gunawan', 'serta', 'tim', 'kunjung', 'kerja', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'kunjung', 'kerja', 'kali', 'beliau', 'damping', 'staf', 'khusus', 'menteri', 'industri', 'achmad', 'sigit', 'dwiwahjono', 'kepala', 'pusat', 'didik', 'latih', 'sdm', 'industri', 'tirta', 'wisnu', 'permana', 'serta', 'sekretaris', 'bpsdmi', 'yedi', 'sabaryadi', 'kunjung', 'beliau', 'tinjau', 'fasilitas', 'layan', 'tugas', 'pokok', 'fungsi', 'bdi', 'denpasar', 'beliau', 'pesan', 'tingkat', 'luas', 'kerjasama', 'maju', 'bdi', 'denpasar', 'depan']"
Kabar Insan Oke ,"['hallo', 'sobat', 'kreatifbalai', 'diklat', 'industri', 'denpasar', 'bulan', 'pilih', 'aparatur', 'hak', 'predikat', '', 'employee', 'of', 'the', 'month', '', 'kriteria', 'pilih', 'aspek', 'disiplin', 'patuh', 'tanggung', 'integritas', 'milik', 'aparatur', 'januari', 'predikat', '', 'employee', 'of', 'the', 'month', 'bdi', 'denpasar', 'januari', '', 'gede', 'suta', 'wiguna', 'moga', 'motivasi', 'tingkat', 'hasil', 'karya', 'maju', 'bdi', 'denpasar', 'industri', 'animasi', 'indonesia']"
Inbis Tohpati,"['workshop', 'implementasi', 'aspek', 'legal', 'start', 'up', 'bdi', 'denpasar', 'selenggara', 'workshop', 'implementasi', 'aspek', 'legal', 'start', 'up', 'ikut', 'alumni', 'tenant', 'inbistohpati', 'angkat', 'harap', 'ikut', 'workshop', 'tahu', 'kait', 'legalitas', 'badan', 'usaha', 'bantu', 'tenant', 'tentu', 'badan', 'usaha', 'cocok', 'sesuai', 'usaha', 'depan', 'legalitas', 'bentuk', 'badan', 'usaha', 'mudah', 'tenant', 'kembang', 'jenis', 'usaha']"
Kabar Insan Oke ,"['tanggal', 'september', 'kemarin', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'selenggara', 'workshop', 'product', 'photography', 'and', 'social', 'media', 'marketing', 'workshop', 'kali', 'bdi', 'denpasar', 'sempat', 'kolaborasi', 'sekolah', 'negeri', 'slbn', 'denpasar', 'komunitas', 'rumah', 'bisabilitas', 'workshop', 'orang', 'serta', 'teman', 'teman', 'difabel', 'ajar', 'dasar', 'dasar', 'fotografi', 'produk', 'makan', 'serta', 'ajak', 'manfaat', 'sosial', 'media', 'marketing', 'produk', 'tarik', 'minat', 'calon', 'beli']"
pengumuman,"['selamat', 'pers', 'nasional', 'februari', 'insan', 'pers', 'tanah', 'air', 'terimakasih', 'insan', 'pers', 'sebar', 'informasi', 'moga', 'sehat', 'produktif', 'berita', 'bangun', 'selamat', 'pers', 'nasional']"
Agenda,"['kamis', 'inspektur', 'jenderal', 'menteri', 'industri', 'drs', 'masrokhan', 'mpa', 'jajar', 'kunjung', 'kerja', 'bdi', 'denpasar', 'kunjung', 'kerja', 'kali', 'sosialisasi', 'maturasi', 'sistem', 'kendali', 'intern', 'perintah', 'spip', 'penandatanganan', 'komitmen', 'bangun', 'zona', 'integritas', 'balai', 'diklat', 'industri', 'denpasar']"
Kabar Insan Oke ,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'bulan', 'pilih', 'aparatur', 'hak', 'predikat', '', 'employee', 'of', 'the', 'month', '', 'kriteria', 'pilih', 'aspek', 'disiplin', 'patuh', 'tanggung', 'integritas', 'milik', 'aparatur', 'juli', 'predikat', '', 'employee', 'of', 'the', 'month', 'bdi', 'denpasar', 'juli', '', 'muhammad', 'iman', 'handoko', 'moga', 'motivasi', 'tingkat', 'hasil', 'karya', 'maju', 'bdi', 'denpasar', 'industri', 'animasi', 'indonesia']"
Kabar Insan Oke ,"['segenap', 'keluarga', 'balai', 'diklat', 'industri', 'denpasar', 'selamat', 'ulang', 'menteri', 'industri', 'ri', 'agus', 'gumiwang', 'kartasasmita', 'moga', 'senantiasa', 'sehat', 'berkah', 'selamat', 'bahagia']"
Kabar Insan Oke ,"['bahasa', 'inggris', 'kembang', 'usaha', 'jalin', 'relasi', 'luas', 'mancanegara', 'orang', '', 'practice', 'makes', 'perfect', '', 'mana', 'latih', 'bicara', 'mampu', 'bahasa', 'inggris', 'tingkat', 'rangka', 'tingkat', 'kompetensi', 'pegawai', 'bdi', 'denpasar', 'english', 'club', 'mana', 'anggota', 'ajak', 'bahas', 'tema', 'muka', 'dapat', 'tema', 'harap', 'serta', 'berani', 'komunikasi', 'tingkat', 'skill', 'bahasa', 'inggris', 'dukung', 'kerja', 'hidup', 'sosial', 'luas', 'temu', 'pertama', 'tema', '', 'dream', 'place', '', 'hmm', 'mimin', 'nebak', 'nebak', '', 'dream', 'place', '', 'sobat', 'kreatif', 'penasaran', 'hehe']"
Agenda,"['instruktur', 'bantu', 'serta', 'diklat', 'kembang', 'ahli', 'instruktur', 'kembang', 'mampu', 'milik', 'update', 'kembang', 'rangka', 'tingkat', 'mampu', 'instruktur', 'latih', 'didik', 'serta', 'diklat', 'balai', 'diklat', 'industri', 'denpasar', 'selenggara', 'diklat', 'training', 'of', 'trainer', 'tot', 'sosial', 'media', 'marketing', 'tanggal', 'sd', 'agustus']"
Kabar Insan Oke ,"['keluarga', 'balai', 'diklat', 'industri', 'denpasar', 'selamat', 'hijriah', 'muharram', 'h', 'moga', 'berkah', 'sehat', 'bahagia', 'damai', 'momentum', 'selamat', 'hijriah', 'muharram', 'h']"
Diklat 3 in 1,"['open', 'recruitment', 'diklat', 'in', 'halo', 'sobat', 'kreatif', 'kabar', 'gembira', 'diklat', 'open', 'registrasi', 'tarik', 'ikut', 'daftar', 'dilink']"
Diklat 3 in 1,"['diklat', 'buat', 'gerak', 'animasi', 'dimensi', 'angkat', 'vii', 'on', 'site', 'msv', 'studio', 'yogyakarta', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'msv', 'studio', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'maret', 'tempat', 'kampus', 'universitas', 'amikom', 'yogyakarta', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['diklat', 'buat', 'aset', 'animasi', 'dimensi', 'angkat', 'i', 'on', 'site', 'spektrumedia', 'studio', 'makassar', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'spektrumedia', 'studio', 'makassar',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'sembilan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'universitas', 'muslim', 'indonesia', 'umi', 'makassar', 'sulawesi', 'selatan', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['workshop', '', 'sign', 'board', 'laser', 'cut', '', 'buka', 'workshop', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'november', 'tempat', 'bikin', 'makerspace', 'bdi', 'denpasar', 'workshop', 'gratis', 'kuota', 'batas', 'sobat', 'sobat', 'kreatif', 'tarik', 'langsung', 'daftar']"
Diklat 3 in 1,"['jaja', 'kerjasama', 'rans', 'animation', 'studio', '', 'semarang', 'sobat', 'kreatif', 'sobat', 'kreatif', 'kenal', 'rans', 'si',  'hehe', 'rans', 'animation', 'studio', 'studio', 'animasi', 'diri', 'rans', 'entertainment', 'milik', 'raffi', 'ahmad', 'maret', 'kota', 'semarang', 'jawa', 'rans', 'animation', 'studio', 'rumah', 'produksi', 'film', 'animasi', 'milik', 'rans', 'entertainment', 'hasil', 'film', 'judul', 'si',  'tayang', 'stasiun', 'tv', 'swasta', 'harap', 'kunjung', 'bdi', 'denpasar', 'rans', 'animation', 'studio', 'buka', 'peluang', 'kerjasama', 'kerjasama', 'depan']"
Agenda,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'nusaedu', 'digital', 'creative', 'school', 'cimahi', 'jawa', 'barat',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'delapan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'maret', 'april', 'tempat', 'cimahi', 'technopark', 'jawa', 'barat', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['diklat', 'social', 'media', 'marketing', 'angkat', 'vii', 'dinas', 'industri', 'tenaga', 'kerja', 'kabupaten', 'klungkung', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'dinas', 'industri', 'tenaga', 'kerja', 'kabupaten', 'klungkung', 'provinsi', 'bal',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'enam', 'latih', 'tanggal', 'november', 'desember', 'tempat', 'balai', 'diklat', 'industri', 'denpasar', 'denpasar', 'timur', 'bal', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'sosial', 'media', 'marketing',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['pre', 'conference', 'indonesia', 'partner', 'country', 'jumat', 'april', '', 'wib', 'via', 'live', 'stream', 'youtube', 'menteri', 'industri', 'ri']"
pengumuman,"['bdi', 'denpasar', 'business', 'incubator',  'business', 'talk', 'tema', '', 'broaden',  'business', 'insight', 'in', 'tourism', 'industry', '', 'hadir', 'narasumber', '', 'putu', 'surya', 'sudarmadi', '', 'founder', 'ceo', 'guestpro', '', 'bagus', 'putu', 'wahyu', 'nirmala', '', 'co', '', 'founder', 'roamin', 'indonesia', 'giat', 'narasumber', 'sharing', 'knowledge', 'inspirasi', 'proses', 'bisnis', '', 'bisnis', 'akhir', 'giat', 'serta', 'bicara', 'giat']"
Inbis Tohpati,"['tohpati', 'talent', 'camp', 'kelas', 'uiu', 'design', 'ui', 'user', 'interface', 'u', 'user', 'e', 'perience', 'hubung', 'tampil', 'aplikasi', 'website', 'mudah', 'guna', 'user', 'uiu', 'designer', 'desain', 'website', 'apps', 'platform', 'kembang', 'mudah', 'usermanusia', 'tampil', 'interface', 'suguh', 'tanggal', 'agustus', 'sd', 'september', 'balai', 'diklat', 'industri', 'denpasar', 'inkubator', 'bisnis', 'tohpati', 'selenggara', 'tohpati', 'talent', 'camp', 'kelas', 'workshop', 'uiu', 'design', 'ikut', 'puluh', 'orang', 'serta', 'kelas', 'serta', 'ajar', 'materi', 'uiu', 'design', 'thinking', 'persona', '', 'emphaty', 'map', 'define', 'and', 'ideation', 'serta', 'ajak', 'paham', 'ui', 'elements', 'and', 'atomic', 'design', 'system', 'heuristic', 'uiu', 'writing', 'giat', 'serta', 'ajak', 'tes', 'evaluasi', 'desain', 'rancang']"
pengumuman,"['balai', 'diklat', 'industri', 'denpasar', 'selasa', 'november',  'kelas', 'diklat', 'in', '', 'junior', 'web', 'programmer', 'angkat', 'iii', '', 'bekerjasama', 'mitra', 'studio', 'rangka', 'diklat',  'langsung', 'laboratorium', 'komputer', 'labkom', 'b', 'lantai', 'bdi', 'denpasar', 'tatap', 'muka', 'diklat', 'sifat', 'gratis', 'kuota', 'serta', 'batas']"
Kabar Insan Oke ,"['selamat', 'ingat', 'maulid', 'nabi', 'muhammad', 'saw', 'rabi', '', 'ul', 'awwal', 'h', 'raya', 'maulid', 'nabi', 'mari', 'teladan', 'akhlak', 'rasulullah', 'hidup', 'hari']"
pengumuman,"['keluarga', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'selamat', 'raya', 'natal', 'desember', 'sobat', 'kreatif', 'raya', 'moga', 'damai', 'natal', 'serta', 'langkah', 'sobat', 'kreatif']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'denpasar',  'kelas', 'workshop', 'kait', 'digital', 'skill', 'plus', 'enterpreneurship', 'butuh', 'era', 'industri', 'ajar', 'mampu', 'teknis', 'bidang', 'rancang', 'ide', 'inovasi', 'bidang',  'kembang', 'skill', 'dunia', 'digital', 'ikut', 'tohpati', 'talent', 'camp', 'workshop', 'laksana', 'offline', 'bdi', 'denpasar']"
Kabar Insan Oke ,"['keluarga', 'balai', 'diklat', 'industri', 'denpasar', 'duka', 'cita', 'musibah', 'erupsi', 'gunung', 'meru', 'doa', 'baik', 'saudara', 'saudara', 'wilayah', 'dampak', 'erupsi', 'moga', 'proses', 'evakuasi', 'jalan', 'lancar']"
Kabar Insan Oke ,"['sobat', 'kreatif', 'kali', 'diklat', 'in', 'buka', 'tegal', 'yogyakarta', 'makassar', 'sobat', 'kreatif', 'tarik', 'join', 'daftar', 'link', 'cantum', 'detail', 'syarat', 'syarat', 'daftar', 'diklat', 'sobat', 'minat', 'jumpa', 'tegal', 'yogyakarta', 'makassar']"
Diklat 3 in 1,"['selamat', 'suka', 'duka', 'lalu', 'jalan', 'bentuk', 'syukur', 'kuat', 'doa', 'harap', 'panjat', 'rapat', 'selamat', 'tahunbaru', 'jaga', 'sehat', 'semangat', 'isi', 'lembar', 'lembar', 'sobat', 'kreatif']"
Kabar Insan Oke ,"['roadshow', 'gera', 'nasional', 'startup', 'digital', 'hadir', 'kolaborasi', 'bdi', 'denpasar', 'startup', 'komunitas', 'bal', 'narasumber', 'inspiratif', 'ajak', 'temu', 'solusi', 'solusi', 'bangun', 'startup', 'digital', 'indonesia', 'ikut', 'tahap', 'tahap', 'program', 'startupdigital', 'berjejaring', 'ajar', 'startup', 'digital', 'ayo', 'daftar', 'diri', 'jumat', 'september', 'wita', 'via', 'zoom']"
Kabar Insan Oke ,"['selasa', 'kepala', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'zya', 'labiba', 'tutup', 'giat', 'diklat', 'in', 'aset', 'dimensi', 'angkat', 'iv', 'kota', 'pontianak', 'giat', 'diklat', 'laksana', 'tanggal', 'juli', 'sd', 'agustus', 'ikut', 'orang', 'serta', 'bekerjasama', 'spektrumedia', 'harap', 'diklat', 'serta', 'tingkat', 'mampu', 'bidang', 'buat', 'aset', 'dimensi']"
Kabar Insan Oke ,"['sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'semarang', 'surakarta', 'yogyakarta', 'makassar', 'simak', 'postingan', 'informasi', 'jadwal', 'daftar', 'diklat', 'langsung', 'website', 'bdi', 'denpasar', 'jumpa', 'semarang', 'surakarta', 'yogyakarta', 'makassar', 'sobat', 'kreatif']"
pengumuman,"['balai', 'diklat', 'industri', 'denpasar', 'bulan', 'pilih', 'aparatur', 'hak', 'predikat', '', 'employee', 'of', 'the', 'month', '', 'kriteria', 'pilih', 'aspek', 'disiplin', 'patuh', 'tanggung', 'integritas', 'milik', 'aparatur', 'november', 'predikat', '', 'employee', 'of', 'the', 'month', 'bdi', 'denpasar', 'november', '', 'i', 'gusti', 'agung', 'egitha', 'satria', 'moga', 'motivasi', 'tingkat', 'hasil', 'karya', 'maju', 'bdi', 'denpasar', 'industri', 'animasi', 'indonesia']"
Inbis Tohpati,"['latih', 'digital', 'skill', 'tohpati', 'talent', 'camp', 'balai', 'diklat', 'industri', 'denpasar',  'kelas', 'workshop', 'kait', 'digital', 'skill', 'plus', 'enterpreneurship', 'butuh', 'era', 'industri', 'ajar', 'mampu', 'teknis', 'bidang', 'rancang', 'ide', 'inovasi', 'bidang',  'kembang', 'skill', 'dunia', 'digital', 'ikut', 'tohpati', 'talent', 'camp', 'workshop', 'laksana', 'offline', 'bdi', 'denpasar', 'detail', 'kelas', 'langsung', 'klik', 'link', 'daftar', 'http']"
Diklat 3 in 1,"['open', 'recruitment', 'diklat', 'in', 'sobat', 'kreatif', 'kali', 'diklat', 'in', 'buka', 'tegal', 'yogyakarta', 'makassar', 'sobat', 'kreatif', 'tarik', 'join', 'daftar', 'link', 'cantum', 'detail', 'syarat', 'syarat', 'daftar', 'diklat', 'sobat', 'minat']"
Kabar Insan Oke ,"['sambut', 'balai', 'diklat', 'industri', 'bdi', 'denpasar',  'rapat', 'koordinasi', 'pegawai', 'ta', 'giat', 'koordinator', 'giat', 'kepala', 'subbagian', 'tata', 'usaha', 'rencana', 'rencana', 'program', 'giat', 'jalan', 'ta', 'papar', 'inovasi', 'orang', 'cpns', 'bdi', 'denpasar', 'hasil', 'latih', 'dasar', 'latsar', 'cpns', 'sempat', 'kepala', 'bdi', 'denpasar', 'zya', 'labiba', 'pohon', 'harap', 'tulis', 'pegawai', 'target', 'target', 'capai', 'bdi', 'denpasar', 'harap', 'giat', 'giat', 'giat', 'jalan', 'bdi', 'denpasar', 'jalan', 'lancar', 'jalan', 'layan', 'publik', 'optimal', 'totalitas', 'batas', 'layan', 'hati']"
Agenda,"['selamat', 'serta', 'pilih', 'tohpati', 'talent', 'camp', 'kelas', 'data', 'analytics', 'lolos', 'kecil', 'hati']"
Bikin Maker Space,"['tanggal', 'september', 'kemarin', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'selenggara', 'workshop', 'product', 'photography', 'and', 'social', 'media', 'marketing', 'workshop', 'kali', 'bdi', 'denpasar', 'sempat', 'kolaborasi', 'sekolah', 'negeri', 'slbn', 'denpasar', 'komunitas', 'rumah', 'bisabilitas', 'workshop', 'orang', 'serta', 'teman', 'teman', 'difabel', 'ajar', 'dasar', 'dasar', 'fotografi', 'produk', 'makan', 'serta', 'ajak', 'manfaat', 'sosial', 'media', 'marketing', 'produk', 'tarik', 'minat', 'calon', 'beli']"
